osm_type,osm_id,lon,lat,man_made,tower_type,operator,name,radio,mobile_phone,tags_json,tower_id
way,1315123577,99.6608637,6.3851752,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1315123577
node,9455370923,99.6672307,6.3674444,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9455370923
node,13326193730,99.6822886,6.4224379,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13326193730
way,1321815854,99.7074683,6.4353327,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1321815854
node,10722696333,99.8072481,6.3262179,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N10722696333
way,1316153148,99.8192258,6.3694711,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1316153148
way,1316153129,99.819723,6.3701395,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1316153129
way,1316153146,99.8200401,6.369916,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1316153146
way,1317650252,100.1936499,6.3989518,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1317650252
node,4541585270,100.242238,6.2410984,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4541585270
node,10736133691,100.2510837,5.350266,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N10736133691
node,11691138451,100.2690535,6.4315494,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N11691138451
node,11302586992,100.2771529,5.2884843,mast,communication,,,NR,yes,"{""communication:5g"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N11302586992
node,13961444689,100.2797255,5.2882036,mast,communication,,,NR,yes,"{""communication:5G"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13961444689
node,6828231262,100.2827619,5.38849,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N6828231262
node,11302586991,100.2865999,5.2856044,mast,communication,,,NR,yes,"{""communication:5g"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N11302586991
node,13961263910,100.2889345,5.2988098,mast,communication,,,NR,yes,"{""communication:5G"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13961263910
node,13979312124,100.2949193,6.1332343,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13979312124
node,13967382742,100.295712,5.314611,mast,communication,,,NR,yes,"{""communication:5G"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13967382742
node,13967382741,100.2963663,5.3167141,mast,communication,,,NR,yes,"{""communication:5G"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13967382741
node,7016316628,100.3039788,5.3986007,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N7016316628
node,7041239295,100.30419,5.4081263,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N7041239295
node,1656847453,100.3062247,5.3703645,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N1656847453
node,9134432003,100.3063907,5.3395041,mast,communication,,,UNKNOWN,,"{""communication:television"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9134432003
node,6192657329,100.3138769,6.0938514,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N6192657329
node,9150548693,100.3164323,5.4157087,mast,communication,,,UNKNOWN,,"{""communication:television"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9150548693
node,9116081582,100.3273805,5.4173713,mast,communication,,,UNKNOWN,,"{""communication:television"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9116081582
node,3341958144,100.3358907,6.039444,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""survey;Mapbox"", ""tower:type"": ""communication""}",MY_N3341958144
node,5242116831,100.3530747,6.1354611,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5242116831
node,6154919249,100.3577524,5.8807121,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N6154919249
node,3341958135,100.3599198,5.9644787,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""survey;Mapbox"", ""tower:type"": ""communication""}",MY_N3341958135
node,10591046691,100.3660517,6.120407,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""lighting""}",MY_N10591046691
node,7568527411,100.3662644,5.5870962,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""https://openstreetcam.org/details/2278242/2217/track-info"", ""tower:type"": ""communication""}",MY_N7568527411
node,4859059453,100.369361,5.796498,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4859059453
node,8811444133,100.3702918,6.1158701,mast,,,,UNKNOWN,,"{""man_made"": ""mast""}",MY_N8811444133
node,7568524744,100.3731188,5.5892064,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""https://openstreetcam.org/details/2278242/1010/track-info"", ""tower:type"": ""communication""}",MY_N7568524744
node,6157011103,100.376721,5.9031263,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N6157011103
node,6418052180,100.3786358,5.4317493,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""mast"", ""tower:type"": ""communication""}",MY_N6418052180
node,9035698652,100.3802682,6.3012822,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N9035698652
node,8356509387,100.3861409,5.2589754,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N8356509387
node,6406328430,100.3935291,5.415708,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N6406328430
node,4775194882,100.3955559,6.050138,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N4775194882
node,4775194881,100.3961342,6.0493802,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N4775194881
node,7574291535,100.3970079,6.2026867,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""survey June 2019"", ""tower:type"": ""communication""}",MY_N7574291535
node,6039478983,100.398345,5.9793907,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N6039478983
node,13404129716,100.3989757,5.4309585,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N13404129716
way,1085859464,100.4058966,5.3871712,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1085859464
node,3365342814,100.4062845,6.1165098,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""Mapbox"", ""tower:type"": ""communication""}",MY_N3365342814
node,9037393722,100.4069012,5.3962226,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9037393722
node,2526527663,100.4091148,6.1445207,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""Personal survey, near accurate position from personal GPS tracks"", ""tower:type"": ""communication""}",MY_N2526527663
node,2526527678,100.4143119,6.1494385,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""Local knowledge"", ""tower:type"": ""communication""}",MY_N2526527678
way,1311505864,100.4155607,5.2692732,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1311505864
node,4955138177,100.4197276,5.4588598,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4955138177
node,5395408067,100.4207602,6.331022,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5395408067
way,390112561,100.4210452,6.4368795,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W390112561
node,2888308600,100.425056,6.16856,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""GPS survey, Mapbox"", ""tower:type"": ""communication""}",MY_N2888308600
node,4195769900,100.4266032,6.204536,tower,communication,,Kepala Batas Hill,UNKNOWN,,"{""man_made"": ""tower"", ""name"": ""Kepala Batas Hill"", ""tower:type"": ""communication""}",MY_N4195769900
node,4625586068,100.4287529,5.501852,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4625586068
node,4625586066,100.429283,5.5034611,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4625586066
way,1311793313,100.4336405,5.786498,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1311793313
node,4625627407,100.434431,5.5489887,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4625627407
way,1311793315,100.4348251,5.787012,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1311793315
way,1311793314,100.434989,5.7873288,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1311793314
node,4567112599,100.436565,5.5779467,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4567112599
node,4625637084,100.4367892,5.5781926,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4625637084
way,1311840962,100.4378941,5.7993504,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1311840962
way,1311840972,100.4384674,5.7979671,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1311840972
node,3604853933,100.4395167,6.02996,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3604853933
node,4955138206,100.4402786,5.5043009,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4955138206
node,4760131971,100.449168,5.9773144,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4760131971
node,4573203388,100.4561009,5.4806244,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4573203388
node,5952916379,100.4643769,5.3555972,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5952916379
node,4612165249,100.4664133,5.6745357,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4612165249
node,8825706826,100.4728011,5.1316839,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8825706826
way,879207161,100.4771415,5.1240179,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W879207161
node,5646827136,100.4809651,5.7997589,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5646827136
node,4560309077,100.4828514,5.3666053,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4560309077
node,4758418627,100.4832673,6.0239427,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4758418627
node,5931380383,100.4835268,5.3668847,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5931380383
node,4560309078,100.483715,5.3670406,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4560309078
node,5931380384,100.4840973,5.3672374,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5931380384
node,14135289964,100.4861744,5.6408089,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N14135289964
node,12434275222,100.4939649,5.1323951,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12434275222
node,12434275187,100.4956257,5.1304313,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12434275187
node,4952889109,100.4980668,5.7939763,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4952889109
node,7049747274,100.5141963,6.1168889,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N7049747274
node,4218038791,100.5222728,5.6986676,tower,communication,Maxis,,UNKNOWN,,"{""man_made"": ""tower"", ""operator"": ""Maxis"", ""tower:type"": ""communication""}",MY_N4218038791
node,7003374699,100.5268628,5.3776318,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N7003374699
node,12397225227,100.5292552,5.3723377,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225227
node,12397225226,100.5296414,5.3808803,mast,communication,,,NR,,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:5g"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225226
node,12397225225,100.5327049,5.3897182,mast,communication,,,LTE,yes,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:gsm"": ""yes"", ""communication:lte"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225225
node,12397225228,100.5365635,5.3763431,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225228
node,12397225224,100.5373272,5.3873004,mast,communication,,,NR,yes,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:5g"": ""yes"", ""communication:gsm"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225224
node,12397225229,100.5377216,5.3747606,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225229
node,12432739231,100.5378378,5.383101,mast,communication,,,LTE,yes,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12432739231
node,12397225230,100.5406127,5.3787834,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225230
node,12397225231,100.5406273,5.3778395,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12397225231
node,12397225232,100.5412074,5.3710921,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225232
node,12432739232,100.5435824,5.3678387,mast,communication,,,LTE,yes,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12432739232
node,12397225233,100.5461357,5.3845451,mast,communication,,,NR,,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:5g"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12397225233
node,12432739233,100.5463044,5.369578,mast,communication,,,NR,yes,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:5g"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12432739233
node,506433555,100.549163,4.2316804,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N506433555
node,12432739234,100.5504914,5.3722882,mast,communication,,,LTE,yes,"{""communication:4g"": ""yes"", ""communication:4g+"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12432739234
node,12717488852,100.5552061,5.0009341,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12717488852
node,6795232571,100.5688654,5.3727789,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N6795232571
way,1312400607,100.5715815,5.4065907,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1312400607
way,1312400606,100.5716273,5.4062952,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1312400606
way,1312400608,100.571717,5.4069415,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1312400608
way,1312840745,100.5738307,5.1776945,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1312840745
way,1312840761,100.5742731,5.1745864,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1312840761
node,5392512623,100.5745279,4.2127759,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5392512623
node,11399381206,100.5945352,4.2578429,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N11399381206
way,1274670480,100.6048586,4.1973066,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1274670480
node,12441857996,100.6121276,5.2087852,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12441857996
node,3720185425,100.6224141,5.8090141,tower,communication,TM,,UNKNOWN,,"{""man_made"": ""tower"", ""operator"": ""TM"", ""source"": ""Bing 2013;survey"", ""tower:type"": ""communication""}",MY_N3720185425
node,3234716501,100.6482271,5.0424984,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3234716501
node,7567968606,100.6515911,5.6059477,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N7567968606
way,1165977860,100.7236908,4.8663312,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""source"": ""microsoft/BuildingFootprints"", ""tower:type"": ""communication""}",MY_W1165977860
node,8090717866,100.7244828,4.1994122,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8090717866
node,8091057340,100.746375,4.2851415,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8091057340
node,8091061663,100.7488024,4.2863157,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8091061663
node,7594127522,100.7851745,5.6181506,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""https://openstreetcam.org/details/2316486/2734/track-info"", ""tower:type"": ""communication""}",MY_N7594127522
way,1254490022,100.8060575,4.8567188,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1254490022
way,1254490023,100.8061542,4.8564551,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1254490023
way,1254490021,100.806479,4.8568145,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1254490021
node,12497506008,100.8300553,5.6340991,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12497506008
node,12968711538,100.8443073,5.0843396,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N12968711538
node,12458638891,100.9166441,5.6695014,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12458638891
node,4928415626,100.922359,5.6079573,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4928415626
node,11766381937,100.9324436,4.77697,mast,,,,UNKNOWN,,"{""man_made"": ""mast""}",MY_N11766381937
node,1727292934,100.9368327,4.7204055,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N1727292934
node,3782301332,100.9542024,4.3516204,communications_tower,,,,UNKNOWN,,"{""man_made"": ""communications_tower""}",MY_N3782301332
node,6130994429,100.9764645,5.7146005,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N6130994429
way,1122921707,101.01024,4.5899108,communications_tower,,Telekom Malaysia,Stesen Pemancar Bukit Kledang Bawah,UNKNOWN,,"{""man_made"": ""communications_tower"", ""name"": ""Stesen Pemancar Bukit Kledang Bawah"", ""operator"": ""Telekom Malaysia""}",MY_W1122921707
way,1255218612,101.0102959,4.5896778,tower,communication,,,UNKNOWN,,"{""building"": ""tower"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1255218612
way,1255218611,101.010419,4.5900912,tower,communication,,,UNKNOWN,,"{""building"": ""tower"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1255218611
way,1122921706,101.0112403,4.5913881,communications_tower,,,,UNKNOWN,,"{""man_made"": ""communications_tower""}",MY_W1122921706
way,1255218623,101.0133991,4.5945301,tower,communication,,,UNKNOWN,,"{""building"": ""tower"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1255218623
way,1122921708,101.0138127,4.5942967,communications_tower,,Telekom Malaysia,Stesen Pemancar Bukit Kledang Atas,UNKNOWN,,"{""man_made"": ""communications_tower"", ""name"": ""Stesen Pemancar Bukit Kledang Atas"", ""operator"": ""Telekom Malaysia""}",MY_W1122921708
way,1255218617,101.0141513,4.594149,tower,communication,,,UNKNOWN,,"{""building"": ""tower"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1255218617
way,1255218618,101.0147466,4.593569,tower,communication,,,UNKNOWN,,"{""building"": ""tower"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1255218618
way,1255218619,101.0151841,4.5934383,tower,communication,,,UNKNOWN,,"{""building"": ""tower"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1255218619
node,8085760113,101.0162964,4.0278935,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8085760113
node,8095997576,101.0495813,4.5672983,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8095997576
node,8106032860,101.0688034,4.586677,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8106032860
node,7417373280,101.0822573,4.5950146,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N7417373280
node,8263445806,101.0924041,4.5977912,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N8263445806
node,8263445804,101.0925677,4.5968113,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N8263445804
node,8263445805,101.0931417,4.5978994,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N8263445805
node,8263445803,101.0932879,4.5969276,mast,lighting,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""lighting""}",MY_N8263445803
node,8099999650,101.1070865,4.7139512,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N8099999650
node,7923607620,101.1177395,4.3535661,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N7923607620
node,11221657074,101.1432645,4.9955247,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N11221657074
node,8066614434,101.1531868,4.492645,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8066614434
node,8068563589,101.1532616,4.4600404,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8068563589
node,5380592531,101.1730872,4.0023815,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N5380592531
node,2419619291,101.246832,3.3423045,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N2419619291
node,9938117617,101.2539821,3.01954,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9938117617
